HIP ID,aim_parent_company_id,aim_brand_company_id,isin,HIP_industry,aim_category,parent_name,brand_name,display_name,hip_rating_currently_unavailable,hip_score (reference),earth_score (reference),legal_judgments,lobbying,board_diversity,decision_making,metrics,ceo_comp_to_employee_comp,employee_access_to_stock_options,employee_access_to_retirement_plan,employee_pay_salary,employee_pay_hourly,job_safety,hrc_score,supplier_sourcing__social_impact,women_employees,women_managers,employee_satisfaction,employee_retention,third_party_certifications__workforce_related,customer_satisfaction,community_development_investment,board_racial_diversity,management_racial_diversity,overall_racial_diversity,product__service__impact_on_people_AIM CATEGORY,HIP_industry,aim_category,display_name,energy_efficiency,ghg_emissions_scope1&2,ghg_emissions_scope3,waste_production,water_usage,carbon_reductions,renewable_power_usage,supplier_sourcing__environmental_impact,third_party_certifications__environment,product__service__impact_on_planet_AIM CATEGORY,hip_reporting
499,0,476,US3517931040,Specialty Retailers,Apparel,Francesca's Holdings Corp.,Francesca's Holdings Corp.,Francesca's Holdings Corp.,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,44%,67%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,Specialty Retailers,Apparel,Francesca's Holdings Corp.,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%
500,0,0,US3561081007,Drug Retailers,Pharmacy,Fred's Inc.,Fred's Inc.,Fred's Inc.,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,47%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,85%,Drug Retailers,Pharmacy,Fred's Inc.,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,0%
501,0,0,US35906A3068,Fixed Line Telecom.,Cable & Internet,Frontier Communications,Frontier Communications,Frontier Communications,x,19%,2%,0%,0%,2%,19%,1%,0%,0%,70%,83%,94%,6%,0%,0%,0%,0%,0%,20%,0%,72%,20%,0%,10%,16%,95%,Fixed Line Telecom.,Cable & Internet,Frontier Communications,13%,0%,0%,20%,0%,2%,0%,0%,0%,50%,0%
502,0,513,US30281V1089,Specialty Retailers,Florist,FTD Companies,FTD,FTD,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,51%,0%,74%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,65%,Specialty Retailers,Florist,FTD,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,0%
503,0,0,US36269P1049,Specialty Retailers,Sporting Goods - Speciality,Gaia,Gaia,Gaia,n,25%,0%,0%,0%,2%,17%,1%,0%,0%,72%,0%,0%,2%,0%,20%,0%,0%,0%,20%,0%,96%,0%,0%,0%,0%,75%,Specialty Retailers,Sporting Goods - Speciality,Gaia,0%,0%,0%,0%,0%,0%,0%,0%,4%,40%,0%
509,0,0,US36467W1099,Specialty Retailers,Online Service,Geeknet (Gamestop),Geeknet,Geeknet,x,38%,3%,0%,0%,53%,34%,9%,82%,80%,76%,59%,0%,5%,100%,70%,0%,0%,14%,20%,0%,90%,20%,0%,0%,0%,80%,Specialty Retailers,Online Service,Geeknet,3%,0%,0%,30%,0%,2%,0%,15%,4%,70%,1%
510,0,661,US37247D1063,Life Insurance,Insurance - Health & Life,GENWORTH FINANCIAL CL.A,GENWORTH FINANCIAL CL.A,Genworth Financial,n,52%,60%,0%,62%,47%,86%,9%,91%,94%,81%,70%,100%,6%,100%,60%,0%,0%,24%,20%,0%,0%,40%,0%,0%,0%,80%,Life Insurance,Insurance - Health & Life,Genworth Financial,7%,92%,0%,20%,3%,2%,0%,38%,4%,70%,18%
511,0,567,US36191G1076,"Food Retail,Wholesale",Vitamins/Supplements,GNC HOLDINGS CL.A,GNC HOLDINGS CL.A,GNC,n,19%,0%,0%,0%,36%,34%,9%,0%,31%,0%,10%,49%,4%,0%,90%,0%,0%,13%,20%,0%,0%,0%,0%,0%,0%,90%,"Food Retail,Wholesale",Vitamins/Supplements,GNC,0%,0%,0%,0%,0%,0%,0%,77%,4%,50%,0%
513,0,521,US3825501014,Tires,Auto Parts,Goodyear Tire & Rubber Company,Goodyear,Goodyear,n,55%,45%,0%,70%,46%,85%,39%,78%,75%,81%,72%,81%,28%,90%,70%,40%,49%,28%,60%,100%,0%,40%,0%,0%,0%,45%,Tires,Auto Parts,Goodyear,51%,50%,0%,20%,49%,68%,10%,69%,80%,25%,71%
514,669,670,US38269P1003,Specialty Retailers,Department Store,Gordmans Stores,Gordmans Stores,Gordmans Stores,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,48%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,70%,Specialty Retailers,Department Store,Gordmans Stores,0%,0%,0%,0%,0%,0%,0%,0%,0%,40%,0%
515,0,0,US3989051095,Auto Parts,Auto Parts,Group 1 Automotive,Group 1 Automotive,Group 1 Automotive,x,31%,3%,93%,0%,53%,34%,9%,94%,83%,56%,76%,0%,5%,35%,0%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,45%,Auto Parts,Auto Parts,Group 1 Automotive,3%,0%,0%,20%,0%,0%,10%,46%,4%,25%,0%
518,0,0,US4016171054,Apparel Retailers,Apparel,GUESS,GUESS,GUESS,n,45%,48%,0%,0%,33%,34%,9%,79%,84%,50%,40%,58%,6%,0%,100%,60%,63%,13%,25%,0%,0%,20%,0%,0%,0%,60%,Apparel Retailers,Apparel,GUESS,0%,68%,0%,0%,0%,0%,0%,100%,4%,25%,53%
519,0,416,US0936711052,Spec.Consumer Service,Tax Preparation Services,H&R Block,H&R Block,H&R Block,n,41%,28%,0%,38%,62%,34%,21%,90%,91%,66%,55%,63%,5%,80%,0%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,95%,Spec.Consumer Service,Tax Preparation Services,H&R Block,3%,59%,0%,0%,0%,0%,0%,15%,4%,70%,17%
520,0,626,US40449J1034,Restaurants & Bars,Food - Casual Dining,Habit Restaurants,Habit Burger Grill,Habit Burger Grill,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,0%,67%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,Restaurants & Bars,Food - Casual Dining,Habit Burger Grill,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
521,0,0,US4128221086,Automobiles,Automobile,HARLEY-DAVIDSON,HARLEY-DAVIDSON,Harley-Davidson,x,48%,52%,0%,0%,49%,80%,9%,90%,92%,83%,75%,0%,33%,10%,70%,77%,0%,24%,20%,100%,0%,67%,0%,0%,0%,45%,Automobiles,Automobile,Harley-Davidson,61%,63%,0%,96%,38%,61%,10%,100%,20%,25%,78%
522,0,423,US4195961010,Specialty Retailers,Home Furniture & Equipment,Havertys Furniture Companies,Havertys,Havertys,n,27%,0%,0%,0%,73%,34%,9%,0%,83%,63%,0%,81%,6%,0%,10%,0%,0%,13%,20%,0%,0%,0%,0%,0%,0%,65%,Specialty Retailers,Home Furniture & Equipment,Havertys,0%,0%,0%,0%,0%,0%,0%,0%,4%,35%,1%
523,0,0,US4198791018,Airlines,"Airlines - Regional, West Coast",HAWAIIAN HOLDINGS,HAWAIIAN AIR,Hawaiian Air,n,31%,3%,0%,0%,30%,34%,9%,100%,80%,0%,74%,100%,5%,85%,10%,0%,0%,13%,20%,0%,0%,27%,0%,0%,0%,65%,Airlines,"Airlines - Regional, West Coast",Hawaiian Air,9%,0%,0%,0%,0%,2%,0%,0%,4%,35%,18%
525,396,397,SE0000106270,Apparel Retailers,Apparel,HENNES & MAURITZ,HENNES & MAURITZ,Hennes & Mauritz,n,46%,67%,0%,0%,96%,89%,64%,0%,0%,49%,54%,74%,16%,0%,90%,62%,66%,43%,20%,0%,0%,20%,0%,0%,0%,60%,Apparel Retailers,Apparel,Hennes & Mauritz,66%,81%,0%,95%,15%,84%,100%,100%,4%,25%,80%
526,31,33,US42806J1060,Travel & Tourism,Car Rental,Hertz Global,Hertz Global,Hertz Global,n,26%,16%,0%,0%,2%,19%,1%,0%,0%,63%,57%,78%,5%,0%,0%,74%,0%,0%,20%,0%,0%,20%,0%,24%,66%,70%,Travel & Tourism,Car Rental,Hertz Global,0%,0%,0%,30%,0%,6%,0%,0%,0%,40%,17%
527,0,0,US42806J1060,Travel & Tourism,Car Rental,HERTZ GLOBAL,HERTZ,Hertz,n,26%,16%,0%,0%,2%,19%,1%,0%,0%,63%,57%,78%,5%,0%,0%,74%,0%,0%,20%,0%,0%,20%,0%,24%,66%,70%,Travel & Tourism,Car Rental,Hertz,0%,0%,0%,30%,0%,6%,0%,0%,0%,40%,17%
528,0,0,US42833L1089,Specialty Retailers,Electronics,hhgregg Inc.,hhgregg Inc.,Hhgregg Inc.,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,75%,Specialty Retailers,Electronics,Hhgregg Inc.,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,0%
529,0,0,US4285671016,Specialty Retailers,Sporting Goods,Hibbett Sports,Hibbett Sports,Hibbett Sports,x,25%,2%,0%,0%,53%,34%,9%,0%,76%,43%,19%,54%,6%,0%,70%,100%,92%,13%,25%,0%,0%,0%,0%,0%,0%,75%,Specialty Retailers,Sporting Goods,Hibbett Sports,0%,0%,0%,0%,0%,0%,0%,46%,4%,40%,9%
544,0,0,US30212P3038,Travel & Tourism,Hotel - Destination/Vacation,Homeaway Inc. (Expedia),Homeaway Inc.,HomeAway,n,52%,52%,100%,0%,59%,35%,9%,55%,93%,70%,84%,67%,5%,100%,70%,98%,0%,13%,20%,0%,90%,20%,0%,0%,0%,80%,Travel & Tourism,Hotel - Destination/Vacation,HomeAway,0%,79%,0%,0%,0%,0%,0%,0%,4%,45%,26%
545,0,677,US38141G1040,Investment Services,Financial Institution,Goldman Sachs,Goldman Sachs,Goldman Sachs,n,62%,82%,28%,0%,46%,83%,45%,79%,97%,85%,100%,100%,5%,100%,90%,86%,74%,92%,20%,0%,0%,94%,0%,0%,0%,50%,Investment Services,Financial Institution,Goldman Sachs,87%,81%,0%,99%,63%,84%,100%,77%,60%,50%,87%
546,0,563,US4043031099,Broadline Retailers,Shopping Channel,HSN (Home Shopping Network),HSN,HSN,n,25%,0%,0%,0%,99%,34%,9%,44%,0%,60%,89%,74%,4%,85%,0%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,70%,Broadline Retailers,Shopping Channel,HSN,0%,0%,0%,0%,0%,0%,0%,0%,4%,65%,0%
547,466,467,US4485791028,Hotels,Hotel - Luxury,HYATT HOTELS CL.A,HYATT HOTELS,Hyatt Hotels,n,46%,35%,0%,0%,43%,94%,29%,0%,79%,0%,51%,74%,11%,100%,90%,91%,0%,90%,45%,25%,90%,40%,0%,0%,0%,80%,Hotels,Hotel - Luxury,Hyatt Hotels,45%,35%,0%,20%,41%,58%,62%,46%,4%,45%,60%
548,545,546,KR7005380001,Automobiles,Automobile,Hyundai Motor Co.,Hyundai Motor Co.,Hyundai,n,49%,60%,0%,0%,7%,80%,52%,0%,0%,82%,62%,0%,43%,100%,90%,34%,31%,68%,91%,25%,86%,70%,0%,0%,0%,45%,Automobiles,Automobile,Hyundai,64%,63%,0%,100%,50%,77%,10%,77%,4%,25%,99%
549,0,424,US4517301051,Restaurants & Bars,Food - Casual Dining,Ignite Restaurant Group,BRICK HOUSE TAVERN & TAP,Brick House Tavern & Tap,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,Restaurants & Bars,Food - Casual Dining,Brick House Tavern & Tap,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
550,0,0,US4517301051,Restaurants & Bars,Food - Casual Dining,Ignite Restaurant Group,JOE'S CRAB SHACK,Joe's Crab Shack,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,Restaurants & Bars,Food - Casual Dining,Joe's Crab Shack,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
551,0,0,ES0148396007,Apparel Retailers,Apparel - High End,INDITEX,Massimo Dutti,Massimo Dutti,x,48%,65%,0%,0%,70%,45%,31%,84%,0%,0%,56%,0%,46%,0%,50%,58%,50%,14%,25%,25%,0%,71%,0%,0%,0%,60%,Apparel Retailers,Apparel - High End,Massimo Dutti,51%,77%,0%,100%,39%,70%,100%,100%,60%,30%,92%
553,34,36,US4570301048,"Food Retail,Wholesale",Grocery - Local,Ingles Markets,Ingles Markets,Ingles Markets,n,20%,2%,0%,0%,56%,23%,9%,0%,0%,48%,0%,54%,4%,0%,70%,0%,0%,13%,20%,0%,0%,0%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Ingles Markets,3%,0%,0%,20%,0%,0%,0%,15%,4%,55%,1%
554,0,0,GB00BHJYC057,Hotels,Hotel - Midscale,InterContinental Hotels Group,EVEN HOTELS,Even,n,61%,37%,72%,100%,88%,94%,41%,100%,89%,0%,57%,0%,9%,0%,70%,92%,60%,100%,20%,0%,0%,42%,0%,0%,0%,75%,Hotels,Hotel - Midscale,Even,40%,35%,0%,30%,38%,51%,10%,100%,4%,45%,90%
556,213,215,GB00BHJYC057,Hotels,Hotel - Midscale,InterContinental Hotels Group,HOTEL INDIGO,Indigo,n,61%,37%,72%,100%,88%,94%,41%,100%,89%,0%,57%,0%,9%,0%,70%,92%,60%,100%,20%,0%,0%,42%,0%,0%,0%,75%,Hotels,Hotel - Midscale,Indigo,40%,35%,0%,30%,38%,51%,10%,100%,4%,45%,90%
557,213,216,GB00BHJYC057,Hotels,Hotel - Luxury,InterContinental Hotels Group,INTERCONTINENTAL,InterContinental,n,61%,37%,72%,100%,88%,94%,41%,100%,89%,0%,57%,0%,9%,0%,70%,92%,60%,100%,20%,0%,0%,42%,0%,0%,0%,80%,Hotels,Hotel - Luxury,InterContinental,40%,35%,0%,30%,38%,51%,10%,100%,4%,45%,90%
558,213,217,GB00BHJYC057,Hotels,Hotel - Luxury,InterContinental Hotels Group,KIMPTON HOTELS & RESTAURANTS,Kimpton Hotels & Restaurants,n,61%,37%,72%,100%,88%,94%,41%,100%,89%,0%,57%,0%,9%,0%,70%,92%,60%,100%,20%,0%,0%,42%,0%,0%,0%,80%,Hotels,Hotel - Luxury,Kimpton Hotels & Restaurants,40%,35%,0%,30%,38%,51%,10%,100%,4%,45%,90%
559,213,218,US4603352018,Recreational Services,Racing,INTL.SPEEDWAY 'A',DAYTONA INTERNATIONAL SPEEDWAY,Daytona International Speedway,n,23%,0%,0%,0%,62%,73%,9%,0%,68%,67%,0%,0%,4%,0%,40%,0%,0%,16%,20%,0%,0%,20%,0%,0%,0%,75%,Recreational Services,Racing,Daytona International Speedway,0%,0%,0%,0%,0%,0%,0%,100%,4%,25%,2%
560,299,300,US4603352018,Recreational Services,Racing,INTL.SPEEDWAY 'A',Kansas Speedway,Kansas Speedway,n,23%,0%,0%,0%,62%,73%,9%,0%,68%,67%,0%,0%,4%,0%,40%,0%,0%,16%,20%,0%,0%,20%,0%,0%,0%,75%,Recreational Services,Racing,Kansas Speedway,0%,0%,0%,0%,0%,0%,0%,100%,4%,25%,2%
561,299,301,US4612021034,Software,Tax Preparation Services,INTUIT,TURBOTAX,TurboTax,n,55%,16%,0%,86%,73%,82%,38%,87%,97%,85%,100%,0%,8%,100%,90%,84%,0%,100%,20%,0%,0%,99%,0%,39%,50%,95%,Software,Tax Preparation Services,TurboTax,13%,91%,0%,40%,10%,93%,90%,100%,4%,70%,41%
563,617,618,US47023A3095,Restaurants & Bars,Food - Coffee & Snacks,"Jamba, Inc.",Jamba Juice,Jamba Juice,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,55%,63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,45%,Restaurants & Bars,Food - Coffee & Snacks,Jamba Juice,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
564,0,745,US4771431016,Airlines,"Airlines - National, US",JETBLUE AIRWAYS,JETBLUE AIRWAYS,JetBlue,x,43%,16%,0%,100%,49%,34%,27%,100%,82%,75%,88%,100%,26%,100%,60%,0%,0%,13%,66%,25%,92%,41%,0%,0%,0%,65%,Airlines,"Airlines - National, US",JetBlue,9%,37%,0%,30%,0%,43%,9%,0%,4%,35%,44%
565,0,398,US47777N1019,Apparel Retailers,Apparel,Joe's Jeans,Joe's Jeans,Joe's Jeans,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,Apparel Retailers,Apparel,Joe's Jeans,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%
566,0,0,US4858651098,Clothing & Accessory,Apparel - High End,TAPESTRY,KATE SPADE & COMPANY,Kate Spade & Company,x,33%,10%,0%,0%,83%,82%,9%,91%,0%,70%,75%,0%,8%,75%,90%,0%,0%,13%,20%,0%,0%,40%,48%,39%,64%,60%,Clothing & Accessory,Apparel - High End,Kate Spade & Company,13%,0%,0%,30%,10%,2%,0%,100%,4%,30%,8%
567,0,477,US49271M1009,Food Products,Food - Coffee & Snacks,Keurig Green Mountain (JAB Holding),Keurig Green Mountain,Keurig Green Mountain,n,33%,22%,0%,0%,67%,92%,37%,0%,0%,71%,0%,100%,20%,0%,70%,79%,74%,30%,20%,0%,0%,61%,0%,1%,19%,45%,Food Products,Food - Coffee & Snacks,Keurig Green Mountain,20%,0%,0%,80%,15%,19%,10%,100%,4%,35%,95%
568,0,514,KR7000270009,Automobiles,Automobile,KIA Motors Corp.,KIA Motors Corp.,Kia,n,42%,43%,0%,0%,7%,70%,55%,0%,0%,83%,51%,0%,25%,0%,50%,26%,0%,5%,95%,100%,89%,43%,0%,0%,0%,45%,Automobiles,Automobile,Kia,20%,54%,0%,20%,20%,19%,10%,100%,60%,25%,78%
570,0,425,US50047H2013,Restaurants & Bars,Food - Casual Dining,Kona Grill,Kona Grill,Kona Grill,x,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,53%,44%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,60%,Restaurants & Bars,Food - Casual Dining,Kona Grill,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,0%
571,0,0,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,BAKER'S SUPERMARKETS,Baker's Supermarkets,x,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Baker's Supermarkets,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
572,161,163,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,CITY MARKET,City Market,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,City Market,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
573,161,164,US5010441013,"Food Retail,Wholesale",Grocery,KROGER,DILLONS,Dillons,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Dillons,47%,60%,0%,98%,43%,59%,37%,100%,4%,50%,87%
574,161,165,US5010441013,"Food Retail,Wholesale",Grocery,KROGER,FOOD 4 LESS,Food 4 Less,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Food 4 Less,47%,60%,0%,98%,43%,59%,37%,100%,4%,50%,87%
575,161,166,US5010441013,"Food Retail,Wholesale",Grocery,KROGER,FRED MEYER,Fred Meyer,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Fred Meyer,47%,60%,0%,98%,43%,59%,37%,100%,4%,50%,87%
576,161,167,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,FRY'S FOOD AND DRUG,Fry's Food and Drug,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Fry's Food and Drug,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
577,161,168,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,GERBES,Gerbes,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Gerbes,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
578,161,169,US5010441013,"Food Retail,Wholesale",Grocery,KROGER,HARRIS TEETER,Harris Teeter,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Harris Teeter,47%,60%,0%,98%,43%,59%,37%,100%,4%,50%,87%
579,161,170,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,JAYC FOOD STORES,JayC Food Stores,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,JayC Food Stores,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
580,161,171,US5010441013,"Food Retail,Wholesale",Grocery,KROGER,KING SOOPERS,King Soopers,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,King Soopers,47%,60%,0%,98%,43%,59%,37%,100%,4%,50%,87%
582,161,172,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,KWIK SHOP,Kwik Shop,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Kwik Shop,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
583,161,173,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,LOAF N JUG,Loaf 'N Jug,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Loaf 'N Jug,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
584,161,174,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,PAY LESS SUPER MARKETS,Pay Less Super Markets,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Pay Less Super Markets,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
585,161,175,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,QFC - QUALITY FOOD CENTERS,Quality Food Centers,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Quality Food Centers,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
586,161,176,US5010441013,"Food Retail,Wholesale",Grocery,KROGER,RALPHS,Ralphs,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Ralphs,47%,60%,0%,98%,43%,59%,37%,100%,4%,50%,87%
587,161,177,US5010441013,"Food Retail,Wholesale",Grocery,KROGER,ROUNDY'S,Roundy's Supermarkets,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,70%,"Food Retail,Wholesale",Grocery,Roundy's Supermarkets,47%,60%,0%,98%,43%,59%,37%,100%,4%,50%,87%
588,161,178,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,RULER FOODS,Ruler Foods,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Ruler Foods,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
589,161,179,US5010441013,"Food Retail,Wholesale",Grocery - Local,KROGER,SMITH'S FOOD AND DRUG,Smith's Food and Drug,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,75%,"Food Retail,Wholesale",Grocery - Local,Smith's Food and Drug,47%,60%,0%,98%,43%,59%,37%,100%,4%,55%,87%
590,161,180,US5010441013,"Food Retail,Wholesale",Gas Stations,KROGER,JAYC,JayC,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,25%,"Food Retail,Wholesale",Gas Stations,JayC,47%,60%,0%,98%,43%,59%,37%,100%,4%,2%,87%
591,161,181,US5010441013,"Food Retail,Wholesale","Jewelry, Watches, Clocks",KROGER,FREY MEYER JEWELERS,Fred Meyer Jewelers,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,70%,"Food Retail,Wholesale","Jewelry, Watches, Clocks",Fred Meyer Jewelers,47%,60%,0%,98%,43%,59%,37%,100%,4%,35%,87%
592,161,182,US5010441013,"Food Retail,Wholesale",Vitamins/Supplements,KROGER,VITACOST,Vitacost,n,58%,50%,0%,0%,62%,45%,16%,72%,76%,67%,53%,44%,47%,95%,90%,99%,66%,46%,20%,100%,90%,67%,0%,0%,0%,90%,"Food Retail,Wholesale",Vitamins/Supplements,Vitacost,47%,60%,0%,98%,43%,59%,37%,100%,4%,50%,87%
598,161,183,US50420D1081,Hotels,Hotel - Budget,La Quinta Holdings,La Quinta,La Quinta,n,18%,0%,0%,0%,7%,34%,9%,0%,0%,0%,49%,67%,4%,0%,60%,0%,0%,13%,20%,0%,85%,0%,0%,0%,0%,75%,Hotels,Hotel - Budget,La Quinta,0%,0%,0%,0%,0%,0%,0%,0%,4%,45%,0%
599,0,0,US51509F1057,Apparel Retailers,Apparel,Lands' End,Lands' End,Lands' End,n,29%,6%,0%,0%,65%,34%,9%,0%,81%,66%,0%,58%,5%,0%,90%,0%,0%,13%,20%,0%,0%,20%,0%,0%,0%,60%,Apparel Retailers,Apparel,Lands' End,3%,0%,0%,20%,3%,2%,10%,69%,4%,25%,6%
601,0,0,CL0000000423,Airlines,"Airlines - International, Latin America",LATAM Airlines Group,LATAM Airlines,LATAM Airlines,x,53%,39%,0%,100%,7%,96%,45%,100%,5%,58%,58%,0%,47%,0%,60%,81%,69%,24%,25%,25%,0%,43%,0%,0%,0%,65%,Airlines,"Airlines - International, Latin America",LATAM Airlines,24%,31%,0%,43%,50%,57%,54%,69%,20%,35%,96%
